Analysis: Scenario 1,,,,,,,,,,,,,,,,,,,,,,,
Length Units,centimeter,,,,,,,,,,,,,,,,,,,,,,
0, x, y, z, x-axis value,(1) Velocity Magnitude(cm/s),(2) Vx-Velocity(cm/s),(3) Vy-Velocity(cm/s),(4) Vz-Velocity(cm/s),(5) Static Pressure(dyne/cm2),(6) Temperature(Celsius),(7) Scalar variable(),(8) Density(g/cm3),(9) Viscosity(poise),(10) Shear Stress XY (Tau-XY)(dyne/cm2),(11) Shear Stress YZ (Tau-YZ)(dyne/cm2),(12) Shear Stress ZX (Tau-ZX)(dyne/cm2),(13) Shear Stress (Tau) Magnitude(dyne/cm2),(14) Wall Film Coefficients(W/cm2/K),(15) Wall Heat Flux(W/cm2),(16) Absolute Pressure(dyne/cm2),(17) Total Pressure(dyne/cm2),(18) Total Temperature(Celsius),(19) Mach Number()
28,0.122806,-2.5068,-3.99601,0.24031,1101.28,-25.8851,-36.1473,1090.33,29.0895,0,0,0.00120473,0.0001817,0.0755519,1.6219,-0.0273339,1.62572,0,0,1.01E+06,1.01E+06,0.104364,0.0332396
29,0.129267,-2.5068,-3.99221,0.247804,1097.39,-26.0954,-33.7345,1084.29,33.2342,0,0,0.00120473,0.0001817,0.0786964,1.60895,-0.0317961,1.61343,0,0,1.01E+06,1.01E+06,0.104278,0.0331221
30,0.135728,-2.5068,-3.98842,0.255298,1093.49,-26.3057,-31.3217,1078.26,37.3792,0,0,0.00120473,0.0001817,0.0818409,1.596,-0.0362583,1.60115,0,0,1.01E+06,1.01E+06,0.104192,0.0330045
31,0.142189,-2.5068,-3.98462,0.262792,1089.6,-26.5159,-28.909,1072.22,41.5241,0,0,0.00120473,0.0001817,0.0849854,1.58305,-0.0407205,1.58886,0,0,1.01E+06,1.01E+06,0.104106,0.032887
32,0.148651,-2.5068,-3.98082,0.270286,1085.71,-26.7262,-26.4962,1066.19,45.6691,0,0,0.00120473,0.0001817,0.0881299,1.57011,-0.0451826,1.57658,0,0,1.01E+06,1.01E+06,0.104019,0.0327694
33,0.155112,-2.5068,-3.97703,0.27778,1081.81,-26.9364,-24.0834,1060.15,49.8141,0,0,0.00120473,0.0001817,0.0912744,1.55716,-0.0496448,1.56429,0,0,1.01E+06,1.01E+06,0.103933,0.0326519
34,0.161573,-2.5068,-3.97323,0.285274,1077.92,-27.1467,-21.6706,1054.12,53.9588,0,0,0.00120473,0.0001817,0.0944189,1.54421,-0.054107,1.552,0,0,1.01E+06,1.01E+06,0.103847,0.0325343
35,0.168034,-2.5068,-3.96943,0.292768,1074.02,-27.357,-19.2579,1048.09,58.1038,0,0,0.00120473,0.0001817,0.0975634,1.53126,-0.0585692,1.53972,0,0,1.01E+06,1.01E+06,0.103761,0.0324168
36,0.174495,-2.5068,-3.96564,0.300262,1070.13,-27.5672,-16.8451,1042.05,62.2488,0,0,0.00120473,0.0001817,0.100708,1.51831,-0.0630314,1.52743,0,0,1.01E+06,1.01E+06,0.103675,0.0322992
37,0.180956,-2.5068,-3.96184,0.307756,1069.47,-27.272,-14.9281,1040.71,64.6334,0,0,0.00120473,0.0001817,0.102165,1.50068,-0.0579503,1.5107,0,0,1.01E+06,1.01E+06,0.104378,0.0322795
38,0.187417,-2.5068,-3.95804,0.31525,1069.7,-26.8405,-13.1448,1040.62,66.5435,0,0,0.00120473,0.0001817,0.103166,1.48179,-0.0502961,1.49277,0,0,1.01E+06,1.01E+06,0.105294,0.0322862
39,0.193878,-2.5068,-3.95425,0.322744,1069.92,-26.409,-11.3614,1040.54,68.4533,0,0,0.00120473,0.0001817,0.104168,1.46291,-0.0426419,1.47484,0,0,1.01E+06,1.01E+06,0.106211,0.0322929
40,0.200339,-2.5068,-3.95045,0.330238,1070.14,-25.9775,-9.57811,1040.46,70.3633,0,0,0.00120473,0.0001817,0.10517,1.44402,-0.0349877,1.4569,0,0,1.01E+06,1.01E+06,0.107127,0.0322996
41,0.206801,-2.5068,-3.94665,0.337732,1070.36,-25.546,-7.79479,1040.38,72.2734,0,0,0.00120473,0.0001817,0.106172,1.42513,-0.0273335,1.43897,0,0,1.01E+06,1.01E+06,0.108043,0.0323063
42,0.211086,-2.5068,-3.9384,0.34703,1073.81,-23.8956,-6.61182,1044.39,80.3086,0,0,0.00120473,0.0001817,0.105831,1.42377,-0.0204655,1.43814,0,0,1.01E+06,1.01E+06,0.107478,0.0324105
43,0.215372,-2.5068,-3.93015,0.356329,1077.27,-22.2451,-5.42885,1048.4,88.3441,0,0,0.00120473,0.0001817,0.10549,1.42242,-0.0135974,1.43732,0,0,1.01E+06,1.01E+06,0.106913,0.0325147
44,0.219658,-2.5068,-3.9219,0.365628,1080.72,-20.5947,-4.24588,1052.42,96.3793,0,0,0.00120473,0.0001817,0.105149,1.42106,-0.00672947,1.43649,0,0,1.01E+06,1.01E+06,0.106348,0.0326189
45,0.223943,-2.5068,-3.91364,0.374927,1080.98,-18.11,-4.85777,1053.14,105.214,0,0,0.00120473,0.0001817,0.101071,1.42815,-0.00578495,1.44348,0,0,1.01E+06,1.01E+06,0.106279,0.0326269
46,0.228229,-2.5068,-3.90539,0.384225,1080.01,-15.3021,-6.1647,1052.6,114.358,0,0,0.00120473,0.0001817,0.0955458,1.4385,-0.00713418,1.4535,0,0,1.01E+06,1.01E+06,0.106403,0.0325976
47,0.232515,-2.5068,-3.89714,0.393524,1079.05,-12.4943,-7.47159,1052.06,123.501,0,0,0.00120473,0.0001817,0.0900205,1.44885,-0.00848331,1.46352,0,0,1.01E+06,1.01E+06,0.106527,0.0325684
48,0.236801,-2.5068,-3.88889,0.402823,1078.08,-9.68644,-8.77847,1051.52,132.645,0,0,0.00120473,0.0001817,0.0844952,1.45921,-0.00983244,1.47354,0,0,1.01E+06,1.01E+06,0.106651,0.0325392
49,0.241086,-2.5068,-3.88064,0.412121,1077.11,-6.87861,-10.0854,1050.98,141.789,0,0,0.00120473,0.0001817,0.07897,1.46956,-0.0111816,1.48356,0,0,1.01E+06,1.01E+06,0.106774,0.03251
50,0.245372,-2.5068,-3.87238,0.42142,1076.14,-4.07071,-11.3923,1050.43,150.933,0,0,0.00120473,0.0001817,0.0734446,1.47991,-0.0125308,1.49358,0,0,1.01E+06,1.01E+06,0.106898,0.0324807
51,0.249658,-2.5068,-3.86413,0.430719,1075.17,-1.26289,-12.6992,1049.89,160.076,0,0,0.00120473,0.0001817,0.0679193,1.49027,-0.0138799,1.5036,0,0,1.01E+06,1.01E+06,0.107022,0.0324515
52,0.253944,-2.5068,-3.85588,0.440018,1074.24,1.48738,-13.9016,1049.36,169.105,0,0,0.00120473,0.0001817,0.062508,1.50014,-0.0149951,1.51318,0,0,1.01E+06,1.01E+06,0.107154,0.0324233
53,0.258229,-2.5068,-3.84763,0.449316,1074.31,2.4853,-11.9245,1049.25,174.642,0,0,0.00120473,0.0001817,0.0605661,1.49564,-0.00898466,1.50937,0,0,1.01E+06,1.01E+06,0.107535,0.0324255
54,0.262515,-2.5068,-3.83938,0.458615,1074.38,3.48318,-9.94734,1049.13,180.178,0,0,0.00120473,0.0001817,0.0586244,1.49113,-0.00297433,1.50556,0,0,1.01E+06,1.01E+06,0.107917,0.0324277
55,0.266801,-2.5068,-3.83112,0.467914,1074.46,4.48106,-7.9702,1049.02,185.714,0,0,0.00120473,0.0001817,0.0566826,1.48663,0.00303599,1.50175,0,0,1.01E+06,1.01E+06,0.108298,0.0324299
56,0.271086,-2.5068,-3.82287,0.477213,1074.53,5.47895,-5.99307,1048.9,191.25,0,0,0.00120473,0.0001817,0.0547408,1.48212,0.00904629,1.49794,0,0,1.01E+06,1.01E+06,0.10868,0.0324321
57,0.275372,-2.5068,-3.81462,0.486511,1074.6,6.47686,-4.0159,1048.79,196.787,0,0,0.00120473,0.0001817,0.0527989,1.47761,0.0150567,1.49413,0,0,1.01E+06,1.01E+06,0.109061,0.0324343
58,0.279658,-2.5068,-3.80637,0.49581,1092.52,7.55532,-2.36047,1052.65,202.714,0,0,0.00120473,0.0001817,0.0530504,1.49672,0.0189819,1.51551,0,0,1.01E+06,1.01E+06,0.109483,0.032975
59,0.283944,-2.5068,-3.79811,0.505109,1125.43,8.56009,-1.17442,1059.33,209.395,0,0,0.00120473,0.0001817,0.0554002,1.54572,0.0210646,1.56803,0,0,1.01E+06,1.01E+06,0.109557,0.0339684
60,0.288229,-2.5068,-3.78986,0.514408,1153.48,9.35902,-0.152174,1064.26,216.521,0,0,0.00120473,0.0001817,0.0574771,1.60103,0.0235751,1.62632,0,0,1.01E+06,1.01E+06,0.109133,0.0348149
61,0.292515,-2.5068,-3.78161,0.523706,1176.94,9.96058,0.718981,1067.49,224.07,0,0,0.00120473,0.0001817,0.0592967,1.66216,0.026457,1.68994,0,0,1.01E+06,1.01E+06,0.108241,0.0355232
62,0.291515,-2.5068,-3.77273,0.53264,1164.46,13.2502,-1.99323,1070.69,236.334,0,0,0.00120473,0.0001817,0.0483841,1.63224,0.0276753,1.65873,0,0,1.01E+06,1.01E+06,0.108142,0.0351463
63,0.290514,-2.5068,-3.76386,0.541573,1157.7,17.2503,-6.23393,1076.52,250.159,0,0,0.00120473,0.0001817,0.036361,1.61205,0.0280223,1.63765,0,0,1.01E+06,1.01E+06,0.108215,0.0349423
64,0.289513,-2.5068,-3.75498,0.550506,1151.4,21.1599,-10.2145,1082.29,263.891,0,0,0.00120473,0.0001817,0.0248476,1.5925,0.0282564,1.61723,0,0,1.01E+06,1.01E+06,0.108272,0.0347522
65,0.288513,-2.5068,-3.7461,0.559439,1145.57,24.9781,-13.9328,1088,277.529,0,0,0.00120473,0.0001817,0.0138483,1.57361,0.0283758,1.59748,0,0,1.01E+06,1.01E+06,0.108314,0.0345762
66,0.287512,-2.5068,-3.73722,0.568373,1140.21,28.7043,-17.3866,1093.65,291.072,0,0,0.00120473,0.0001817,0.00336703,1.55536,0.0283786,1.57839,0,0,1.01E+06,1.01E+06,0.108342,0.0344144
67,0.286512,-2.5068,-3.72835,0.577306,1135.32,32.3378,-20.5737,1099.23,304.519,0,0,0.00120473,0.0001817,-0.00659195,1.53776,0.0282631,1.55998,0,0,1.01E+06,1.01E+06,0.108354,0.034267
68,0.285511,-2.5068,-3.71947,0.586239,1130.92,35.8777,-23.4918,1104.75,317.87,0,0,0.00120473,0.0001817,-0.0160244,1.52082,0.0280276,1.54223,0,0,1.01E+06,1.01E+06,0.108351,0.0341342
69,0.284511,-2.5068,-3.71059,0.595172,1127.24,39.1884,-25.8486,1109.6,330.909,0,0,0.00120473,0.0001817,-0.0246634,1.50506,0.0275365,1.5258,0,0,1.01E+06,1.01E+06,0.108311,0.034023
70,0.28351,-2.5068,-3.70172,0.604106,1127.91,40.1739,-22.9601,1103.96,340.279,0,0,0.00120473,0.0001817,-0.0285671,1.4991,0.0248196,1.52094,0,0,1.01E+06,1.01E+06,0.107867,0.0340433
71,0.282509,-2.5068,-3.69284,0.613039,1128.91,41.2941,-19.9362,1098.59,349.847,0,0,0.00120473,0.0001817,-0.0326303,1.49336,0.0224096,1.51633,0,0,1.01E+06,1.01E+06,0.107433,0.0340734
72,0.281509,-2.5068,-3.68396,0.621972,1130.22,42.5516,-16.7725,1093.47,359.616,0,0,0.00120473,0.0001817,-0.0368536,1.48792,0.020322,1.51202,0,0,1.01E+06,1.01E+06,0.107006,0.0341129
73,0.280508,-2.5068,-3.67509,0.630905,1131.84,43.949,-13.464,1088.63,369.592,0,0,0.00120473,0.0001817,-0.0412374,1.48283,0.0185728,1.50808,0,0,1.01E+06,1.01E+06,0.106584,0.0341618
74,0.279508,-2.5068,-3.66621,0.639839,1133.76,45.489,-10.006,1084.05,379.78,0,0,0.00120473,0.0001817,-0.0457818,1.47816,0.017179,1.50456,0,0,1.01E+06,1.01E+06,0.106164,0.0342197
75,0.278507,-2.5068,-3.65733,0.648772,1135.97,47.1743,-6.39317,1079.74,390.183,0,0,0.00120473,0.0001817,-0.0504869,1.47399,0.0161584,1.50154,0,0,1.01E+06,1.01E+06,0.105745,0.0342864
76,0.277507,-2.5068,-3.64845,0.657705,1138.45,49.0075,-2.62024,1075.72,400.807,0,0,0.00120473,0.0001817,-0.0553524,1.47038,0.0155299,1.4991,0,0,1.01E+06,1.01E+06,0.105323,0.0343615
77,0.276506,-2.5068,-3.63958,0.666638,1141.21,50.9914,1.3184,1071.97,411.656,0,0,0.00120473,0.0001817,-0.060378,1.46742,0.0153134,1.49731,0,0,1.01E+06,1.01E+06,0.104896,0.0344446
78,0.275506,-2.5068,-3.6307,0.675572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0.274505,-2.5068,-3.62182,0.684505,1163.15,56.3987,5.91854,1076.94,441.552,0,0,0.00120473,0.0001817,-0.0724439,1.50208,0.0230425,1.53551,0,0,1.01E+06,1.01E+06,0.103878,0.0351069
80,0.273504,-2.5068,-3.61295,0.693438,1183.11,60.043,5.07777,1089.42,463.878,0,0,0.00120473,0.0001817,-0.0797451,1.56363,0.0353784,1.59955,0,0,1.01E+06,1.01E+06,0.102809,0.0357093
81,0.272504,-2.5068,-3.60407,0.702371,1197.43,63.6751,4.35135,1101.52,486.947,0,0,0.00120473,0.0001817,-0.0868141,1.63726,0.0502882,1.67528,0,0,1.01E+06,1.01E+06,0.101226,0.0361416
82,0.265078,-2.5068,-3.59817,0.711856,1188.38,62.1111,-2.40362,1111.72,501.539,0,0,0.00120473,0.0001817,-0.0894538,1.53411,0.0427969,1.57105,0,0,1.01E+06,1.02E+06,0.102848,0.0358684
83,0.257652,-2.5068,-3.59227,0.721341,1180.93,60.669,-8.00588,1121.86,515.224,0,0,0.00120473,0.0001817,-0.0912092,1.43979,0.0363831,1.47512,0,0,1.01E+06,1.02E+06,0.104118,0.0356434
84,0.250227,-2.5068,-3.58637,0.730826,1175.2,59.3504,-12.4442,1131.92,527.976,0,0,0.00120473,0.0001817,-0.0920746,1.35417,0.0310095,1.38735,0,0,1.01E+06,1.02E+06,0.105044,0.0354706
85,0.242801,-2.5068,-3.58047,0.740311,1171.33,58.157,-15.7063,1141.91,539.769,0,0,0.00120473,0.0001817,-0.0920434,1.27711,0.0266385,1.30763,0,0,1.01E+06,1.02E+06,0.10563,0.0353538
86,0.235375,-2.5068,-3.57456,0.749795,1169.46,57.0909,-17.7784,1151.85,550.577,0,0,0.00120473,0.0001817,-0.0911078,1.20849,0.0232329,1.23582,0,0,1.01E+06,1.02E+06,0.105882,0.0352972
87,0.227949,-2.5068,-3.56866,0.75928,1160.49,56.0833,-16.8343,1150.27,557.004,0,0,0.00120473,0.0001817,-0.0898577,1.17253,0.0207969,1.19688,0,0,1.01E+06,1.02E+06,0.104399,0.0350266
88,0.220524,-2.5068,-3.56276,0.768765,1136.41,55.0132,-12.554,1129.28,557.421,0,0,0.00120473,0.0001817,-0.0893522,1.18176,0.0189458,1.2041,0,0,1.01E+06,1.02E+06,0.100342,0.0342997
89,0.213098,-2.5068,-3.55686,0.77825,1112.3,54.3474,-8.28663,1105.68,558.378,0,0,0.00120473,0.0001817,-0.0900254,1.21022,0.0185619,1.23154,0,0,1.01E+06,1.01E+06,0.0956259,0.0335722
90,0.205672,-2.5068,-3.55096,0.787735,1088.33,53.7744,-4.01869,1081.59,559.496,0,0,0.00120473,0.0001817,-0.0909673,1.24269,0.0184768,1.26323,0,0,1.01E+06,1.01E+06,0.0907872,0.0328485
91,0.198246,-2.5068,-3.54506,0.79722,1064.35,53.2015,0.249258,1057.5,560.614,0,0,0.00120473,0.0001817,-0.0919093,1.27516,0.0183917,1.29493,0,0,1.01E+06,1.01E+06,0.0859485,0.0321249
92,0.19082,-2.5068,-3.53916,0.806704,1040.38,52.6285,4.51716,1033.41,561.732,0,0,0.00120473,0.0001817,-0.0928511,1.30763,0.0183067,1.32662,0,0,1.01E+06,1.01E+06,0.0811098,0.0314012
93,0.183395,-2.5068,-3.53326,0.816189,1016.4,52.0555,8.7851,1009.32,562.849,0,0,0.00120473,0.0001817,-0.0937931,1.3401,0.0182216,1.35832,0,0,1.01E+06,1.01E+06,0.0762711,0.0306776
94,0.175969,-2.5068,-3.52736,0.825674,992.618,51.4829,13.0637,985.43,564.014,0,0,0.00120473,0.0001817,-0.0947426,1.37203,0.018151,1.38948,0,0,1.01E+06,1.01E+06,0.0714773,0.0299598
95,0.168543,-2.5068,-3.52146,0.835159,987.976,50.777,18.0641,981.051,570.637,0,0,0.00120473,0.0001817,-0.0957957,1.35267,0.0198116,1.3698,0,0,1.01E+06,1.01E+06,0.0710513,0.0298197
96,0.161117,-2.5068,-3.51556,0.844644,986.443,48.7097,20.5641,980.107,584.808,0,0,0.00120473,0.0001817,-0.0917371,1.34158,0.0242033,1.35798,0,0,1.01E+06,1.01E+06,0.0709254,0.0297734
97,0.153692,-2.5068,-3.50966,0.854129,984.909,46.6423,23.0642,979.163,598.979,0,0,0.00120473,0.0001817,-0.0876786,1.3305,0.028595,1.34616,0,0,1.01E+06,1.01E+06,0.0707994,0.0297271
98,0.146266,-2.5068,-3.50375,0.863613,983.376,44.5749,25.5643,978.218,613.15,0,0,0.00120473,0.0001817,-0.08362,1.31942,0.0329867,1.33435,0,0,1.01E+06,1.01E+06,0.0706735,0.0296808
99,0.13884,-2.5068,-3.49785,0.873098,981.842,42.5076,28.0643,977.274,627.32,0,0,0.00120473,0.0001817,-0.0795614,1.30833,0.0373783,1.32253,0,0,1.01E+06,1.01E+06,0.0705475,0.0296345
100,0.131414,-2.5068,-3.49195,0.882583,983.013,41.3848,30.7525,976.427,643.394,0,0,0.00120473,0.0001817,-0.0765791,1.30488,0.0448989,1.31899,0,0,1.01E+06,1.01E+06,0.070526,0.0296699
101,0.123989,-2.5068,-3.48605,0.892068,984.11,40.487,33.3625,975.636,660.14,0,0,0.00120473,0.0001817,-0.0733948,1.30274,0.0538713,1.31647,0,0,1.01E+06,1.01E+06,0.070485,0.029703
102,0.116435,-2.5068,-3.48494,0.899703,979.758,36.7645,36.2592,976.884,660.566,0,0,0.00120473,0.0001817,-0.0673863,1.28294,0.0511114,1.29468,0,0,1.01E+06,1.01E+06,0.0697035,0.0295716
103,0.10888,-2.5068,-3.48383,0.907338,980.532,35.067,39.4642,978.38,665.267,0,0,0.00120473,0.0001817,-0.0632477,1.27917,0.0557303,1.28988,0,0,1.01E+06,1.01E+06,0.0691011,0.029595
104,0.101326,-2.5068,-3.48273,0.914973,976.675,32.4559,40.0236,974.593,668.377,0,0,0.00120473,0.0001817,-0.0615314,1.27564,0.0464208,1.28567,0,0,1.01E+06,1.01E+06,0.0684934,0.0294786
105,0.0937723,-2.5068,-3.48162,0.922608,975.81,30.0424,41.8643,973.641,666.896,0,0,0.00120473,0.0001817,-0.0598956,1.266,0.0352134,1.27512,0,0,1.01E+06,1.01E+06,0.0682331,0.0294525
106,0.0862182,-2.5068,-3.48051,0.930243,974.945,27.629,43.7051,972.688,665.416,0,0,0.00120473,0.0001817,-0.0582599,1.25635,0.024006,1.26456,0,0,1.01E+06,1.01E+06,0.0679729,0.0294264
107,0.0786641,-2.5068,-3.4794,0.937878,974.08,25.2156,45.5458,971.736,663.935,0,0,0.00120473,0.0001817,-0.0566242,1.24671,0.0127986,1.25401,0,0,1.01E+06,1.01E+06,0.0677126,0.0294003
108,0.07111,-2.5068,-3.47829,0.945513,973.215,22.8022,47.3866,970.783,662.455,0,0,0.00120473,0.0001817,-0.0549884,1.23706,0.00159125,1.24346,0,0,1.01E+06,1.01E+06,0.0674523,0.0293742
109,0.0635559,-2.5068,-3.47718,0.953148,972.35,20.3888,49.2274,969.831,660.975,0,0,0.00120473,0.0001817,-0.0533527,1.22741,-0.00961613,1.23291,0,0,1.01E+06,1.01E+06,0.0671921,0.0293481
110,0.0560018,-2.5068,-3.47608,0.960783,971.486,17.9754,51.0681,968.879,659.494,0,0,0.00120473,0.0001817,-0.0517169,1.21777,-0.0208235,1.22236,0,0,1.01E+06,1.01E+06,0.0669318,0.029322
111,0.0484478,-2.5068,-3.47497,0.968418,970.621,15.562,52.9088,967.926,658.014,0,0,0.00120473,0.0001817,-0.0500812,1.20812,-0.0320309,1.21181,0,0,1.01E+06,1.01E+06,0.0666716,0.0292959
112,0.0408937,-2.5068,-3.47386,0.976053,969.756,13.1485,54.7496,966.974,656.533,0,0,0.00120473,0.0001817,-0.0484455,1.19848,-0.0432383,1.20125,0,0,1.01E+06,1.01E+06,0.0664113,0.0292698
